brand,model,year,km,color,date,fuel,gear,engine_volume,engine_power,price
BMW,BMW 218i Gran Coupe First Edition M Sport,2020,0,Kırmızı,21 Mayıs 2020,Benzin,Otomatik,1499,140,449.900
BMW,BMW 320i ED Sport Line,2016,42.000,Siyah,21 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,258.500
BMW,BMW 520i Standart,1994,374.600,Gri,21 Mayıs 2020,Benzin,Otomatik,1991,150,41.750
BMW,BMW 120d,2006,188.000,Mavi,21 Mayıs 2020,Dizel,Otomatik,1995,163,85.900
BMW,BMW 520d M Sport,2012,248.000,Gri,21 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,233.500
BMW,BMW 320i ED M Plus,2015,85.000,Beyaz,21 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,237.500
BMW,BMW 520d Comfort,2011,218.000,Siyah,21 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,212.500
BMW,BMW 740i,1995,195.000,Gri,21 Mayıs 2020,Benzin,Otomatik,3501 - 4000,276 - 300,97.000
BMW,BMW 320i ED Sport Plus,2016,69.258,Füme,21 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,258.000
BMW,BMW 216d Gran Coupe First Edition Sport Line,2020,1,Gri,21 Mayıs 2020,Dizel,Otomatik,1401 - 1600,101 - 125,377.000
BMW,BMW 320i ED Modern Line,2014,147.000,Beyaz,21 Mayıs 2020,Benzin,Otomatik,1598,170,188.800
BMW,BMW 735i Long,1987,350.000,Siyah,21 Mayıs 2020,Benzin,Otomatik,3430,211,38.900
BMW,BMW 330d Standart,2006,379.000,Beyaz,21 Mayıs 2020,Dizel,Düz,2993,231,129.000
BMW,BMW 118i First Edition Sport Line,2020,0,Beyaz,21 Mayıs 2020,Benzin,Otomatik,1401 - 1600,126 - 150,299.500
BMW,BMW 320d M Sport,2010,260.000,Bej,21 Mayıs 2020,Dizel,Otomatik,1995,184,137.500
BMW,BMW 520i Executive M Sport,2018,46.500,Füme,21 Mayıs 2020,Benzin,Otomatik,1401 - 1600,151 - 175,460.000
BMW,BMW 520i Premium,2014,110.000,Füme,21 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,300.000
BMW,BMW 520d Premium,2015,75.000,Beyaz,20 Mayıs 2020,Dizel,Otomatik,1995,190,410.000
BMW,BMW 520d Premium,2014,98.000,Siyah,20 Mayıs 2020,Dizel,Otomatik,1995,184,335.000
BMW,BMW 525d xDrive Sport,2015,96.000,Beyaz,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,201 - 225,460.000
BMW,BMW 320i First Edition Sport Line,2019,8.940,Mavi (metalik),20 Mayıs 2020,Benzin,Otomatik,1597,170,430.000
BMW,BMW 318i Standart,2007,229.700,Siyah,20 Mayıs 2020,Benzin,Otomatik,1995,129,90.000
BMW,BMW 320d GT Gran Turismo,2013,104.000,Beyaz,20 Mayıs 2020,Dizel,Otomatik,1995,184,207.500
BMW,BMW 330Ci,2001,265.000,Gri,20 Mayıs 2020,Benzin,Otomatik,2979,231,78.000
BMW,BMW 525d xDrive xDrive,2016,121.000,Gri,20 Mayıs 2020,Dizel,Otomatik,1995,218,379.000
BMW,BMW 316i M Sport,2015,95.000,Beyaz,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,225.000
BMW,BMW 530i Standart,2004,350.000,Kırmızı,20 Mayıs 2020,Benzin,Otomatik,2979,231,99.900
BMW,BMW 116i Standart,2006,245.000,Gri,20 Mayıs 2020,Benzin,Düz,1596,115,76.500
BMW,BMW 525d xDrive Comfort,2012,175.000,Beyaz,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,201 - 225,255.000
BMW,BMW 520d Comfort,2014,220.000,Beyaz,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,296.000
BMW,BMW 320i ED 40th Year Edition,2016,42.000,Mavi,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,312.500
BMW,BMW 320i,1993,320.000,Siyah,20 Mayıs 2020,Benzin,Düz,1991,150,47.500
BMW,BMW 320i ED Modern Line Plus,2014,69.000,Beyaz,20 Mayıs 2020,Benzin,Otomatik,1598,170,232.000
BMW,BMW 525d Standart,2005,179.000,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,226 - 250,115.000
BMW,BMW 116d Joy Plus,2015,148.558,Kırmızı,20 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,174.900
BMW,BMW 528i xDrive xDrive,2016,32.649,Mavi (metalik),20 Mayıs 2020,Dizel,Otomatik,2996,230,479.000
BMW,BMW 320d M Sport,2012,279.840,Beyaz,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,192.500
BMW,BMW 730d Long Exclusive,2012,190.000,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,226 - 250,343.500
BMW,BMW 316i Comfort,2012,112.000,Beyaz,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,101 - 125,163.000
BMW,BMW 318Ci,2003,240.000,Füme,20 Mayıs 2020,Benzin,Otomatik,1801 - 2000,126 - 150,87.500
BMW,BMW 318i Standart,1998,220.000,Mavi,20 Mayıs 2020,Benzin,Düz,1895,118,51.000
BMW,BMW 316i Standart,2006,297.000,Gri,20 Mayıs 2020,Benzin,Düz,1596,115,88.500
BMW,BMW 316i M Sport,2014,147.000,Beyaz,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,215.000
BMW,BMW 320d Standart,2003,290.000,Gri,20 Mayıs 2020,Dizel,Otomatik,1995,150,66.250
BMW,BMW 530d Standart,2004,382.000,Lacivert,20 Mayıs 2020,Dizel,Düz,2993,218,133.000
BMW,BMW 320d Premium Line,2018,42.000,Beyaz,20 Mayıs 2020,Dizel,Otomatik,1995,190,365.000
BMW,BMW 520i Executive M Sport,2017,9.700,Gri (titanyum),20 Mayıs 2020,Benzin,Otomatik,1592,170,500.000
BMW,BMW 320i ED 40th Year Edition,2015,42.000,Mavi,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,295.000
BMW,BMW 520i Premium,2016,181.000,Beyaz,20 Mayıs 2020,Benzin,Otomatik,1592,170,269.000
BMW,BMW 520i Standart,2004,177.000,Siyah,20 Mayıs 2020,Benzin,Otomatik,2171,170,143.500
BMW,BMW 530d M Sport,2011,244.000,Beyaz,20 Mayıs 2020,Dizel,Otomatik,2993,245,220.000
BMW,BMW 320d xDrive Techno Plus,2016,96.000,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,305.000
BMW,BMW 525d xDrive xDrive,2014,140.000,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,201 - 225,309.000
BMW,BMW 316i Standart,2002,81.000,Gri (Gümüş),20 Mayıs 2020,LPG &amp; Benzin,Düz,1596,115,90.000
BMW,BMW 320d Premium Line,2018,35.600,Beyaz,20 Mayıs 2020,Dizel,Otomatik,1995,190,358.500
BMW,BMW 525d xDrive Premium,2015,91.000,Siyah,20 Mayıs 2020,Dizel,Otomatik,1995,218,395.000
BMW,BMW 320d Comfort,2011,199.500,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,134.750
BMW,BMW 316i M Sport,2006,184.000,Siyah,20 Mayıs 2020,Benzin,Düz,1401 - 1600,101 - 125,97.500
BMW,BMW 520d Exclusive,2012,263.800,Füme,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,212.000
BMW,BMW 316i Comfort,2011,100.000,Beyaz,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,101 - 125,124.750
BMW,BMW 320d Comfort,2011,255.000,Gri,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,122.900
BMW,BMW 320d xDrive Techno Plus,2015,99.000,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,249.950
BMW,BMW 420d M Sport,2015,90.000,Beyaz,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,461.500
BMW,BMW 418i Gran Coupe Sport Line,2015,70.000,Beyaz,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,255.000
BMW,BMW 520i Standart,1997,226.500,Siyah,20 Mayıs 2020,Benzin,Otomatik,1991,150,57.750
BMW,BMW 320i ED Sport Line,2015,130.000,Beyaz,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,236.000
BMW,BMW 318i Edition M Sport,2017,8.750,Beyaz,20 Mayıs 2020,Benzin,Otomatik,1499,136,310.000
BMW,BMW 320i ED Sport Line,2016,94.000,Beyaz,20 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,225.000
BMW,BMW 328i Standart,1995,193.000,Siyah,20 Mayıs 2020,Benzin,Düz,2501 - 3000,176 - 200,94.900
BMW,BMW 418i Gran Coupe Gran Coupe,2015,72.000,Beyaz,20 Mayıs 2020,Benzin,Otomatik,1499,136,261.000
BMW,BMW 525d xDrive Executive Plus,2016,85.000,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,201 - 225,455.000
BMW,BMW 530d Standart,2000,354.000,Gri,20 Mayıs 2020,Dizel,Otomatik,2926,193,68.500
BMW,BMW 520d Exclusive,2011,219.600,Beyaz,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,172.500
BMW,BMW 316i Standart,2006,240.000,Füme,20 Mayıs 2020,Benzin,Düz,1596,115,87.000
BMW,BMW 520d Comfort,2011,275.000,Beyaz,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,220.000
BMW,BMW 520d Premium,2008,365.000,Siyah,20 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,112.500
BMW,BMW 750i,1998,149.000,Siyah,20 Mayıs 2020,Benzin,Otomatik,5001 - 5500,326 - 350,57.500
BMW,BMW 428i xDrive M Sport,2014,95.000,Mavi,20 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,226 - 250,590.000
BMW,BMW 320i,1999,198.000,Bordo,20 Mayıs 2020,Benzin,Otomatik,1991,150,63.500
BMW,BMW Z4 3.0si,2007,124.088,Siyah,20 Mayıs 2020,Benzin,Otomatik,2996,265,305.000
BMW,BMW 320d M Sport,2008,193.000,Siyah,19 Mayıs 2020,Dizel,Otomatik,1995,177,232.000
BMW,BMW 316i Premium,2010,260.000,Siyah,19 Mayıs 2020,LPG &amp; Benzin,Düz,1597,122,108.000
BMW,BMW 320i First Edition M Sport,2019,10.000,Beyaz,19 Mayıs 2020,Benzin,Otomatik,1401 - 1600,151 - 175,468.000
BMW,BMW 116i Premium,2011,79.678,Mavi,19 Mayıs 2020,Benzin,Otomatik,1401 - 1600,101 - 125,119.900
BMW,BMW 528i Standart,2000,400.000,Siyah,19 Mayıs 2020,LPG &amp; Benzin,Düz,2793,193,64.000
BMW,BMW 520i Premium,2014,100.000,Beyaz,19 Mayıs 2020,Benzin,Otomatik,1592,170,250.000
BMW,BMW 520i Prestige,2017,10.000,Beyaz,19 Mayıs 2020,Benzin,Otomatik,1597,170,400.000
BMW,BMW 520d Premium,2014,215.000,Beyaz,19 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,297.000
BMW,BMW 316i Standart,2005,305.000,Gri,19 Mayıs 2020,LPG &amp; Benzin,Düz,1596,115,64.500
BMW,BMW 740d xDrive M Sport,2011,188.000,Siyah,19 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,301 - 325,308.000
BMW,BMW 320d Premium,2006,306.000,Siyah,19 Mayıs 2020,Dizel,Otomatik,1995,163,115.000
BMW,BMW 316i Premium,2007,263.000,Siyah,19 Mayıs 2020,Benzin,Düz,1597,122,75.500
BMW,BMW 118i Joy,2015,110.000,Beyaz,19 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,149.750
BMW,BMW 320d M Sport,2015,175.000,Mavi,19 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,219.000
BMW,BMW 116i Sport Line,2012,138.500,Kırmızı,19 Mayıs 2020,Benzin,Otomatik,1598,136,153.000
BMW,BMW 320i ED Luxury Line Plus,2014,75.000,Beyaz,19 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,220.000
BMW,BMW 316i M Sport,2012,187.000,Siyah,19 Mayıs 2020,Benzin,Otomatik,1596,116,120.000
BMW,BMW 520i M Sport,2018,16.000,Siyah,19 Mayıs 2020,Benzin,Otomatik,1401 - 1600,151 - 175,492.000
BMW,BMW 316i Comfort,2011,148.000,Beyaz,19 Mayıs 2020,Benzin,Otomatik,1401 - 1600,101 - 125,132.000
BMW,BMW 525d xDrive Premium,2014,180.000,Siyah,19 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,201 - 225,332.000
BMW,BMW 520i Standart,1998,240.000,Siyah,19 Mayıs 2020,LPG &amp; Benzin,Otomatik,1991,150,55.500
BMW,BMW 320d Comfort,2013,250.000,Beyaz,19 Mayıs 2020,Dizel,Otomatik,1801 - 2000,176 - 200,177.500
BMW,BMW 318d Premium,2010,158.000,Siyah,19 Mayıs 2020,Dizel,Otomatik,1995,143,105.000
BMW,BMW 116i Standart,2014,113.000,Beyaz,19 Mayıs 2020,Benzin,Otomatik,1598,136,161.000
BMW,BMW 320i ED Sport Line,2015,121.000,Beyaz,19 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,228.000
BMW,BMW 530i Prestige,2017,55.000,Beyaz,19 Mayıs 2020,Benzin,Otomatik,1998,252,530.000
BMW,BMW 320i ED Sport Line,2016,72.000,Beyaz,19 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,192.000
BMW,BMW 320d Technology,2013,189.580,Siyah,19 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,194.900
BMW,BMW 520d Exclusive,2011,207.000,Beyaz,19 Mayıs 2020,Dizel,Otomatik,1995,184,217.500
BMW,BMW 320d Comfort,2011,250.000,Siyah,19 Mayıs 2020,Dizel,Otomatik,1995,184,116.000
BMW,BMW 116i Comfort,2013,150.000,Kırmızı,19 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,136.500
BMW,BMW 535i xDrive,2013,120.000,Siyah,18 Mayıs 2020,Benzin,Otomatik,2979,306,344.000
BMW,BMW 520d Executive M Sport,2017,36.000,Gri,18 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,665.000
BMW,BMW 318d Sport Plus,2017,32.000,Kırmızı,18 Mayıs 2020,Dizel,Otomatik,1995,150,295.000
BMW,BMW 318i M Plus,2017,49.000,Füme,18 Mayıs 2020,Benzin,Otomatik,1499,136,285.000
BMW,BMW 320i ED Sport Line,2015,109.000,Siyah,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,219.750
BMW,BMW 520d M Sport,2010,275.000,Beyaz,18 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,199.500
BMW,BMW 218i Active Tourer Sport Line,2014,46.900,Şampanya,18 Mayıs 2020,Benzin,Otomatik,1401 - 1600,126 - 150,179.700
BMW,BMW 320i,2001,182.000,Gri,18 Mayıs 2020,Benzin,Otomatik,1991,170,84.750
BMW,BMW 520i Executive M Sport,2017,52.000,Beyaz,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,459.750
BMW,BMW 316i Comfort,2011,112.000,Beyaz,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,101 - 125,117.500
BMW,BMW 218i Active Tourer Luxury Plus,2014,108.000,Siyah,18 Mayıs 2020,Benzin,Otomatik,1499,136,176.750
BMW,BMW 320i ED M Plus,2016,118.000,Beyaz,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,256.750
BMW,BMW 320i ED Sport Line,2016,118.000,Beyaz,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,256.750
BMW,BMW 525d xDrive Executive M Sport,2014,74.000,Siyah,18 Mayıs 2020,Dizel,Otomatik,1995,218,407.750
BMW,BMW 330Ci,2001,216.500,Gri,18 Mayıs 2020,Benzin,Otomatik,2979,231,74.750
BMW,BMW 316i Standart,1995,199.500,Siyah,18 Mayıs 2020,LPG &amp; Benzin,Otomatik,1596,102,32.750
BMW,BMW 520d Exclusive,2011,395.000,Siyah,18 Mayıs 2020,Dizel,Otomatik,1995,184,170.000
BMW,BMW 520i Premium,2014,139.000,Beyaz,18 Mayıs 2020,Benzin,Otomatik,1592,170,262.500
BMW,BMW 320i ED Luxury Line Plus,2014,180.000,Siyah,18 Mayıs 2020,Benzin,Otomatik,1598,170,219.500
BMW,BMW 320d Comfort,2011,205.000,Beyaz,18 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,143.000
BMW,BMW 320d Technology,2014,135.000,Beyaz,18 Mayıs 2020,Dizel,Otomatik,1995,184,216.450
BMW,BMW 320i ED M Plus,2016,55.000,Beyaz,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,176 - 200,206.900
BMW,BMW 418i Gran Coupe Prestige,2017,63.000,Beyaz,18 Mayıs 2020,Benzin,Otomatik,1401 - 1600,126 - 150,305.900
BMW,BMW 520i Premium,2014,169.000,Siyah,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,245.000
BMW,BMW 216d Gran Coupe First Edition M Sport,2020,1.700,Mavi (metalik),18 Mayıs 2020,Dizel,Otomatik,1496,116,414.800
BMW,BMW 740d xDrive Pure Excellence,2018,344,Siyah,18 Mayıs 2020,Dizel,Otomatik,2993,320,1.775.000
BMW,BMW 520i Premium,2014,79.000,Mavi,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,259.000
BMW,BMW 525d xDrive xDrive,2014,178.000,Beyaz,18 Mayıs 2020,Dizel,Otomatik,1995,218,270.000
BMW,BMW 316i Standart,2005,182.000,Siyah,18 Mayıs 2020,LPG &amp; Benzin,Düz,1796,116,70.000
BMW,BMW 320i ED Luxury Line Plus,2015,120.000,Siyah,18 Mayıs 2020,Benzin,Otomatik,1598,170,245.000
BMW,BMW 320d Premium,2007,330.000,Siyah,18 Mayıs 2020,Dizel,Otomatik,1995,163,96.500
BMW,BMW 320i ED Sport Line,2015,119.000,Gri,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,240.000
BMW,BMW 318i Standart,1999,260.000,Yeşil,18 Mayıs 2020,Benzin,Düz,1895,118,55.500
BMW,BMW 520i Standart,1995,418.000,Siyah,18 Mayıs 2020,LPG &amp; Benzin,Düz,1991,150,43.000
BMW,BMW 320i ED 40th Year Edition,2015,96.800,Siyah,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,267.000
BMW,BMW 535i,1988,186.000,Kahverengi,18 Mayıs 2020,Benzin,Düz,3430,211,36.250
BMW,BMW 320i ED Sport Line,2015,109.000,Kırmızı,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,284.500
BMW,BMW 320i ED Techno Plus,2015,67.000,Beyaz,18 Mayıs 2020,Benzin,Otomatik,1598,170,209.900
BMW,BMW 320i ED Techno Plus,2013,101.000,Beyaz,18 Mayıs 2020,Benzin,Otomatik,1598,170,186.900
BMW,BMW 320i Premium,2008,185.000,Siyah,18 Mayıs 2020,LPG &amp; Benzin,Otomatik,1995,170,101.500
BMW,BMW 320d Premium,2006,335.000,Siyah,18 Mayıs 2020,Dizel,Otomatik,1995,163,92.750
BMW,BMW 320d xDrive Prestige,2017,94.000,Siyah,18 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,295.000
BMW,BMW 116i Sport Line,2013,112.634,Kırmızı,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,139.000
BMW,BMW 320d Premium,2011,205.000,Siyah,18 Mayıs 2020,Dizel,Otomatik,1995,177,132.500
BMW,BMW 318i Standart,2000,260.000,Mavi,18 Mayıs 2020,Benzin,Otomatik,1895,118,56.000
BMW,BMW 520d M Sport,2006,290.000,Siyah,18 Mayıs 2020,Dizel,Otomatik,1801 - 2000,151 - 175,95.500
BMW,BMW 320d Premium,2010,198.000,Beyaz,18 Mayıs 2020,Dizel,Otomatik,1995,177,134.500
BMW,BMW 320i ED Techno Plus,2013,130.000,Siyah,18 Mayıs 2020,Benzin,Otomatik,1598,170,230.000
BMW,BMW 320d Standart,2011,111.000,Beyaz,18 Mayıs 2020,Dizel,Otomatik,1995,184,150.000
BMW,BMW 320d Standart,2013,111.000,Siyah,18 Mayıs 2020,Dizel,Otomatik,1801 - 2000,176 - 200,208.000
BMW,BMW M5 Competition,2020,0,Gri,18 Mayıs 2020,Benzin,Otomatik,4001 - 4500,601,3.400.000
BMW,BMW 218i Active Tourer Sport Line,2015,25.300,Beyaz,18 Mayıs 2020,Benzin,Otomatik,1499,136,199.900
BMW,BMW 520i Comfort,2015,99.000,Siyah,18 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,268.500
BMW,BMW 318d Sport Plus,2017,72.000,Kırmızı,18 Mayıs 2020,Dizel,Otomatik,1995,150,286.000
BMW,BMW 320i ED Luxury Line,2014,114.000,Siyah,17 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,228.900
BMW,BMW 320d Edition Comfort,2011,239.000,Füme,17 Mayıs 2020,Dizel,Otomatik,1995,184,155.000
BMW,BMW 320d xDrive Techno Plus,2016,45.000,Lacivert,17 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,295.000
BMW,BMW 328Ci,2000,279.000,Gri (Gümüş),17 Mayıs 2020,LPG &amp; Benzin,Düz,2793,193,79.990
BMW,BMW 118i Standart,2007,204.000,Siyah,17 Mayıs 2020,LPG &amp; Benzin,Otomatik,1995,143,87.000
BMW,BMW 520d Dynamic,2010,185.000,Beyaz,17 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,160.000
BMW,BMW 320i,1998,295.420,Gri,17 Mayıs 2020,Benzin,Otomatik,1801 - 2000,126 - 150,65.000
BMW,BMW 730d Standart,2005,350.000,Siyah,17 Mayıs 2020,Dizel,Otomatik,2993,218,145.000
BMW,BMW 520d Exclusive,2011,390.000,Beyaz,17 Mayıs 2020,Dizel,Otomatik,1995,184,225.000
BMW,BMW 316i Comfort,2012,149.000,Siyah,17 Mayıs 2020,Benzin,Otomatik,1598,136,147.750
BMW,BMW 520i Premium,2013,128.000,Kahverengi,17 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,253.000
BMW,BMW 316i M Sport,2014,160.000,Füme,17 Mayıs 2020,Benzin,Otomatik,1598,136,186.000
BMW,BMW 520d Executive Plus,2016,154.000,Füme,17 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,429.000
BMW,BMW 520d Comfort,2014,102.000,Lacivert,17 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,288.000
BMW,BMW 525d xDrive xDrive,2013,302.000,Beyaz,17 Mayıs 2020,Dizel,Otomatik,1995,218,270.000
BMW,BMW 520d Executive M Sport,2017,40.000,Lacivert,17 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,689.000
BMW,BMW 116i Premium,2009,124.000,Lacivert,17 Mayıs 2020,Benzin,Otomatik,1596,116,117.000
BMW,BMW 520d Gran Turismo Luxury Line,2013,114.200,Beyaz,17 Mayıs 2020,Dizel,Otomatik,1995,184,235.000
BMW,BMW 520d Gran Turismo Luxury Line,2013,106.319,Beyaz,17 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,334.500
BMW,BMW 218i M Sport,2015,70.000,Mavi,17 Mayıs 2020,Benzin,Otomatik,1499,136,245.000
BMW,BMW 520d Premium,2013,170.000,Siyah,17 Mayıs 2020,Dizel,Otomatik,1995,184,249.500
BMW,BMW 320i ED Modern Line,2014,109.000,Kahverengi,17 Mayıs 2020,Benzin,Otomatik,1401 - 1600,151 - 175,210.000
BMW,BMW 320i Premium,2008,220.000,Siyah,16 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,151 - 175,96.000
BMW,BMW 520d M Sport,2012,215.000,Beyaz,16 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,210.000
BMW,BMW 520d Premium,2007,435.000,Siyah,16 Mayıs 2020,Dizel,Otomatik,1995,177,95.000
BMW,BMW 316ti Compact,2003,350,Gri,16 Mayıs 2020,Benzin,Düz,1401 - 1600,101 - 125,47.500
BMW,BMW 116d Joy Plus,2015,74.000,Siyah,16 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,202.000
BMW,BMW 520i Executive M Sport,2015,92.500,Beyaz,16 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,295.750
BMW,BMW 520d Comfort,2010,95.000,Beyaz,16 Mayıs 2020,Dizel,Otomatik,1995,184,185.000
BMW,BMW 320d Premium,2006,340.000,Gri (titanyum),16 Mayıs 2020,Dizel,Otomatik,1995,163,95.500
BMW,BMW 320i ED Sport Plus,2016,67.000,Siyah,16 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,243.000
BMW,BMW 118i Joy Plus,2015,112.906,Beyaz,16 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,162.000
BMW,BMW 520d Comfort,2012,247.000,Siyah,16 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,210.000
BMW,BMW 320i ED 40th Year Edition,2015,86.000,Mavi,16 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,272.500
BMW,BMW 730d Standart,2007,375.000,Siyah,16 Mayıs 2020,Dizel,Otomatik,2993,231,129.000
BMW,BMW 520i M Sport,2017,24.000,Beyaz,16 Mayıs 2020,Benzin,Otomatik,1592,170,455.000
BMW,BMW M4,2016,26.850,Mavi,16 Mayıs 2020,Benzin,Otomatik,2501 - 3000,426 - 450,1.115.000
BMW,BMW 320d xDrive Standart,2009,350.000,Siyah,16 Mayıs 2020,Dizel,Otomatik,1995,177,135.000
BMW,BMW 328i Coupe,1996,290.000,Siyah,16 Mayıs 2020,LPG &amp; Benzin,Düz,2793,193,82.500
BMW,BMW 116d ED Sport Line,2012,145.000,Beyaz,16 Mayıs 2020,Dizel,Düz,1598,116,129.750
BMW,BMW 316i Comfort,2012,61.000,Beyaz,16 Mayıs 2020,Benzin,Otomatik,1598,136,173.000
BMW,BMW 320i ED 40th Year Edition,2015,129.000,Siyah,16 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,215.000
BMW,BMW 320d M Sport,2008,205.600,Siyah,16 Mayıs 2020,Dizel,Otomatik,1995,177,163.000
BMW,BMW 520i Comfort,2013,148.000,Siyah,16 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,207.500
BMW,BMW 520i Prestige,2017,70.000,Beyaz,16 Mayıs 2020,Benzin,Otomatik,1597,170,425.000
BMW,BMW 520i Premium,2015,108.650,Beyaz,16 Mayıs 2020,Benzin,Otomatik,1592,170,272.900
BMW,BMW 320i ED 40th Year Edition,2016,67.800,Beyaz,16 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,289.750
